edge_id,road_name,road_class,road_surface,lanes,highway_rt,length_feature_m,length_calc_m,from,to,elev_from,geometry.x,elev_to,geometry.y,elev_diff,slope,length_3d_m
332488,Glenmore Dr,arterial,paved,2,NA,227.4608,227.46084762881503,5072,5084,1844,"c(1469684.5, 563990)",1847,"c(1469701.5, 563763)",3,0.013189083006037107,227.4806303930491
332487,Glenmore Dr,arterial,paved,2,NA,226.865,226.86498628264857,5098,5085,1851,"c(1469718.5, 563765)",1848,"c(1469702.5, 563991.5)",-3,-0.013223724159277419,226.88482100181653
332486,Mountain Ave,local,paved,2,NA,18.361,18.361046164783,5072,5085,1844,"c(1469684.5, 563990)",1848,"c(1469702.5, 563991.5)",4,0.2178525103690503,18.791700728387852
332491,Glenmore Dr,arterial,paved,2,NA,228.858,228.8580355567302,5085,5070,1848,"c(1469702.5, 563991.5)",1842,"c(1469683, 564219.5)",-6,-0.0262171261996728,228.93667342495738
465420,Tronson Dr,local,paved,2,NA,53.6768,53.676804608574194,4965,4981,1791,"c(1469450.5, 564201.5)",1802,"c(1469504, 564206)",11,0.20493023160031565,54.7923293261662
332489,Tronson Dr,local,paved,2,NA,59.0086,59.00855558293112,5036,5061,1822,"c(1469605.5, 564213.5)",1836,"c(1469664.5, 564218.5)",14,0.23725373145804732,60.646596211031266
332490,Tronson Dr,local,paved,2,NA,18.5192,18.51924418013634,5061,5070,1836,"c(1469664.5, 564218.5)",1842,"c(1469683, 564219.5)",6,0.323987304321824,19.466956747358168
390950,Glenmore Dr,arterial,paved,2,NA,262.4172,262.4171511226112,5070,5066,1842,"c(1469683, 564219.5)",1839,"c(1469679.5, 564481.5)",-3,-0.01143217959331586,262.43429883174065
465710,High Rd,collector,paved,2,NA,74.5969,74.59691846864396,4956,4980,1785,"c(1469429, 564421.5)",1801,"c(1469501.5, 564439.5)",16,0.21448607165623648,76.29351378077638
390952,turning lane,yield,paved,1,NA,68.8813,68.88133241600492,5066,5104,1839,"c(1469679.5, 564481.5)",1852,"c(1469725, 564528.5)",13,0.18873037939346518,70.09734627932907
390949,Glenmore Dr,arterial,paved,2,NA,44.3162,44.316249841384526,5066,5067,1839,"c(1469679.5, 564481.5)",1840,"c(1469680.5, 564526)",1,0.022565086251187135,44.32753094865553
332494,High Rd,collector,paved,2,NA,18.1492,18.149160163555795,5059,5067,1835,"c(1469662.5, 564523)",1840,"c(1469680.5, 564526)",5,0.27549484135581054,18.825302511311754
390945,Summit Dr,collector,paved,2,NA,44.3705,44.37048568591656,5067,5104,1840,"c(1469680.5, 564526)",1852,"c(1469725, 564528.5)",12,0.27045004837097975,45.964551558827665
390948,Glenmore Dr,arterial,paved,2,NA,45.8416,45.84157501653291,5067,5073,1840,"c(1469680.5, 564526)",1845,"c(1469684, 564571.5)",5,0.10907129604942095,46.11344706261303
390951,turning lane,yield,paved,1,NA,64.3254,64.32540458285254,5104,5073,1852,"c(1469725, 564528.5)",1845,"c(1469684, 564571.5)",-7,-0.1088217018671658,64.70515956821114
332201,Summit Dr,local,paved,2,NA,177.4646,177.4645868788524,5647,5757,1997,"c(1470595.5, 563949)",2040,"c(1470756, 564018)",43,0.24230186290267752,182.5997798357976
389679,Breckenridge Crt,local,paved,2,NA,191.0144,191.0143942414694,5756,5838,2039,"c(1470754, 564395.5)",2061,"c(1470901, 564509)",22,0.11517456622765751,192.27714062632484
389681,Breckenridge Crt,local,paved,2,NA,112.116,112.11597022120328,5838,5869,2061,"c(1470901, 564509)",2071,"c(1470965.5, 564567.5)",10,0.08919335916435576,112.56105356046443
389680,Breckenridge Crt,local,paved,2,NA,71.0188,71.01883300214513,5838,5871,2061,"c(1470901, 564509)",2072,"c(1470969, 564498.5)",11,0.15488849274202723,71.8656708101064
332194,Chilcotin Cres,local,paved,2,NA,99.7886,99.7886158525092,5864,5899,2069,"c(1470961, 563747)",2088,"c(1471023, 563815.5)",19,0.19040248066054563,101.58133614872197
354855,Dilworth Dr,strata,paved,2,NA,373.4837,373.48370111934,6148,6116,2195,"c(1471720, 564181)",2176,"c(1471649.5, 563895)",-19,-0.05087236723599055,373.9666763253118
403825,park access,recreation,loose,2,NA,60.8415,60.841515431443135,6120,6114,2178,"c(1471656.5, 564279)",2174,"c(1471640.5, 564337.5)",-4,-0.06574458199528646,60.972862816129386
403822,park access,recreation,loose,2,NA,25.8358,25.835827836538087,6132,6120,2187,"c(1471681, 564287)",2178,"c(1471656.5, 564279)",-9,-0.348353459271463,27.358545282950193
403824,park access,recreation,loose,2,NA,24.6716,24.67164364208871,6124,6120,2181,"c(1471663, 564255)",2178,"c(1471656.5, 564279)",-3,-0.12159708706566008,24.853369992864476
449499,Glacier Crt,strata,paved,2,NA,309.3764,309.3763571543104,6166,6128,2204,"c(1471772.5, 564055)",2184,"c(1471667, 563798)",-20,-0.06464618105909244,310.0221449607615
403820,Dilworth Dr,collector,paved,2,NA,140.7557,140.75568970259835,6126,6132,2183,"c(1471667.5, 564426)",2187,"c(1471681, 564287)",4,0.028418034172910313,140.812514300591
403821,Dilworth Dr,collector,paved,2,NA,113.0407,113.04074486659692,6132,6148,2187,"c(1471681, 564287)",2195,"c(1471720, 564181)",8,0.07077094201246693,113.32347506141461
332323,Mount Baldy Dr,strata,paved,2,NA,125.115,125.11504034999756,6149,6133,2196,"c(1471724, 564611.5)",2188,"c(1471688.5, 564494)",-8,-0.06394115349857821,125.37054407547858
571015,Glacier Crt,local,paved,2,NA,21.3528,21.352841543917105,6154,6144,2199,"c(1471736.5, 564100)",2192,"c(1471715.5, 564104.5)",-7,-0.32782522108839074,22.470955520396373
571014,Dilworth Dr,collector,paved,2,NA,29.0938,29.09384237246196,6147,6144,2194,"c(1471720, 564133)",2192,"c(1471715.5, 564104.5)",-2,-0.06874306852961606,29.16250441909376
435080,Dilworth Dr,collector,paved,2,NA,48.4171,48.41712261408948,6148,6147,2195,"c(1471720, 564181)",2194,"c(1471720, 564133)",-1,-0.02065385024984938,48.42744843813036
435082,Glacier Crt,local,paved,2,NA,38.622,38.62198651024934,6167,6154,2205,"c(1471774.5, 564092)",2199,"c(1471736.5, 564100)",-6,-0.1553519262508091,39.08526374476553
449501,Glacier Crt,strata,paved,2,NA,153.8771,153.87706277318279,6166,6158,2204,"c(1471772.5, 564055)",2201,"c(1471756, 563905.5)",-3,-0.01949608308043966,153.90630411942857
354461,Enterprise Way,local,paved,2,NA,279.9161,279.91611132557136,6248,6303,2249,"c(1471976.5, 563722.5)",2284,"c(1472155, 563935.5)",35,0.12503746152464723,282.0957805066032
422859,Commerce Ave,local,paved,2,NA,169.0755,169.07553826360953,6303,6358,2284,"c(1472155, 563935.5)",2319,"c(1472282, 563837)",35,0.20700806491256413,172.6601796568314
627259,NA,unclassified,rough,2,NA,594.8182,594.818220009536,6333,6170,2304,"c(1472231, 564214)",2207,"c(1471778, 564063.5)",-97,-0.16307503155912895,602.6754639566082
449502,Glacier Crt,strata,paved,2,NA,10.174,10.174032140592772,6166,6170,2204,"c(1471772.5, 564055)",2207,"c(1471778, 564063.5)",3,0.29486834310562837,10.607116950322304
579939,Glacier Crt,strata,paved,2,NA,19.2411,19.241100020636367,6170,6177,2207,"c(1471778, 564063.5)",2209,"c(1471788, 564080)",2,0.10394416108512353,19.34476492501609
449498,Glacier Crt,strata,paved,2,NA,9.0022,9.002221947940484,6181,6177,2213,"c(1471797, 564080)",2209,"c(1471788, 564080)",-4,-0.44433474570298886,9.850888284818854
449496,Glacier Crt,strata,paved,2,NA,19.4678,19.46779727995215,6177,6167,2209,"c(1471788, 564080)",2205,"c(1471774.5, 564092)",-4,-0.20546751861440338,19.874484419307898
449503,Monashee Pl,local,paved,2,NA,150.8612,150.86122672813852,6247,6274,2248,"c(1471968.5, 564261.5)",2264,"c(1472081.5, 564357)",16,0.10605773495951357,151.707316006575
449507,Monashee Pl,strata,paved,2,NA,74.6793,74.6793196428661,6278,6299,2267,"c(1472090, 564321)",2281,"c(1472149.5, 564360)",14,0.18746823172668498,75.98026574263456
449504,Monashee Pl,local,paved,2,NA,236.6046,236.60455207060264,6274,6218,2264,"c(1472081.5, 564357)",2230,"c(1471906.5, 564333)",-34,-0.14369968668165956,239.0349640963232
449505,Monashee Pl,strata,paved,2,NA,69.3085,69.30845284170907,6274,6299,2264,"c(1472081.5, 564357)",2281,"c(1472149.5, 564360)",17,0.24528032733360317,71.36288696032
449506,Monashee Pl,strata,paved,2,NA,34.7707,34.77067014951063,6299,6298,2281,"c(1472149.5, 564360)",2280,"c(1472146.5, 564394)",-1,-0.028759871342717687,34.78504711289133
428001,Christina Pl,strata,paved,2,NA,104.425,104.42498176994944,6214,6214,2228,"c(1471887, 564532)",2228,"c(1471887, 564532)",0,0,104.42498176994944
435084,Christina Pl,strata,paved,2,NA,151.3305,151.33053210516394,6178,6219,2210,"c(1471789.5, 564512.5)",2231,"c(1471907.5, 564575)",21,0.13876908848378658,152.78065959810507
435088,Christina Pl,strata,paved,2,NA,83.0738,83.07383096946916,6225,6243,2236,"c(1471911.5, 564533.5)",2246,"c(1471964.5, 564555)",10,0.12037485069967636,83.67354057253662
428000,Christina Pl,strata,paved,2,NA,24.7455,24.745504642211273,6225,6214,2236,"c(1471911.5, 564533.5)",2228,"c(1471887, 564532)",-8,-0.3232910427841295,26.00653763955709
427997,Christina Pl,strata,paved,2,NA,43.8762,43.87624912353655,6219,6225,2231,"c(1471907.5, 564575)",2236,"c(1471911.5, 564533.5)",5,0.11395686960209751,44.16022234036693
435086,Christina Pl,strata,paved,2,NA,53.6216,53.621637450385656,6219,6240,2231,"c(1471907.5, 564575)",2244,"c(1471952, 564598.5)",13,0.24243944456243943,55.17499436212569
693955,NA,unclassified,loose,1,NA,208.6918,208.6917961197296,5385,5323,1931,"c(1470159.5, 563477.5)",1923,"c(1470048.5, 563598.5)",-8,-0.03833404162859512,208.8450759957696
332198,Chilcotin Cres,local,paved,2,NA,139.8653,139.8653406751751,5588,5632,1983,"c(1470494.5, 563842)",1990,"c(1470564.5, 563742.5)",7,0.05004813891853938,140.04039960733758
332199,Bowron St,local,paved,2,NA,337.9717,337.97173031030263,5588,5781,1983,"c(1470494.5, 563842)",2044,"c(1470794, 563969.5)",61,0.18048846849999542,343.43251227707015
345100,Summit Dr,local,paved,2,NA,743.1186,743.1185965182451,5249,5602,1906,"c(1469889.5, 564538)",1984,"c(1470514.5, 564347.5)",78,0.10496305753274866,747.2009425122845
395216,turning lane,yield,paved,1,NA,88.8449,88.84494058664379,6300,6337,2282,"c(1472150.5, 563397.5)",2308,"c(1472235, 563418.5)",26,0.29264468891893913,92.57118054688654
395211,Hwy 97 N,arterial,paved,2,97,68.8428,68.84279192478178,6325,6311,2299,"c(1472223.5, 563513.5)",2290,"c(1472181.5, 563459)",-9,-0.13073264096891185,69.42859641386104
395202,Hwy 33 W,arterial,paved,2,33,54.4435,54.44354874549891,6314,6337,2292,"c(1472185.5, 563441.5)",2308,"c(1472235, 563418.5)",16,0.2938823858597717,56.74592496385547
395200,Hwy 33 W,arterial,paved,2,33,60.8053,60.80534517645066,6340,6316,2309,"c(1472249, 563427.5)",2294,"c(1472193.5, 563453)",-15,-0.2466888388919032,62.62818855776775
395213,Hwy 97 N,arterial,paved,2,97,65.622,65.62202374203343,6316,6332,2294,"c(1472193.5, 563453)",2303,"c(1472231.5, 563506.5)",9,0.1371490771967027,66.23631934218568
395215,turning lane,yield,paved,1,NA,92.8041,92.8041066654308,6340,6332,2309,"c(1472249, 563427.5)",2303,"c(1472231.5, 563506.5)",-6,-0.06465231136409375,92.99786134083222
395212,Hwy 97 N,arterial,paved,2,97,11.1212,11.121151019631595,6331,6325,2302,"c(1472230, 563522.5)",2299,"c(1472223.5, 563513.5)",-3,-0.269756250473018,11.51868048004861
395214,Hwy 97 N,arterial,paved,2,97,38.8092,38.80923375953571,6332,6342,2303,"c(1472231.5, 563506.5)",2310,"c(1472253.5, 563538.5)",7,0.1803694461831535,39.43547419522537
395389,Keehn Rd,local,paved,2,NA,14.9833,14.983324063771695,6362,6359,2321,"c(1472302, 563609)",2320,"c(1472288.5, 563615.5)",-1,-0.06674086442659999,15.016657417681204
554397,Hwy 97 N,arterial,paved,2,97,44.0082,44.008166071701325,6342,6356,2310,"c(1472253.5, 563538.5)",2317,"c(1472278.5, 563574.5)",7,0.15906138848401652,44.56140348995354
554398,Hwy 97 N,arterial,paved,2,97,41.5872,41.58718208778759,6356,6362,2317,"c(1472278.5, 563574.5)",2321,"c(1472302, 563609)",4,0.09618348248641334,41.779106189611106
465715,Bewlay Rd,local,paved,2,NA,62.9607,62.96074016560211,6268,6282,2261,"c(1472063, 560592)",2269,"c(1472115, 560557)",8,0.1270633092774648,63.46695834999864
654976,NA,unclassified,loose,1,NA,172.8484,172.84843723782635,6334,6269,2305,"c(1472233, 560123)",2262,"c(1472065.5, 560125)",-43,-0.24877285954766984,178.1167657901939
655704,NA,unclassified,loose,1,NA,183.9885,183.9885191419476,6291,6354,2275,"c(1472135, 559955.5)",2316,"c(1472270.5, 559871.5)",41,0.2228399912734142,188.50139303476465
465605,KLO Rd,collector,paved,2,NA,195.1991,195.1991062253574,6291,6334,2275,"c(1472135, 559955.5)",2305,"c(1472233, 560123)",30,0.15368922829679862,197.49098984808995
655016,NA,unclassified,paved,2,NA,131.4798,131.47982325430698,6347,6304,2313,"c(1472262, 559835)",2285,"c(1472156, 559829)",-28,-0.2129604323078734,134.428211038397
748501,NA,unclassified,paved,2,NA,49.1266,49.12659343648654,6335,6345,2306,"c(1472234, 559746)",2312,"c(1472254, 559789)",6,0.12213344301507732,49.49163750244926
465606,KLO Rd,collector,paved,2,NA,38.6969,38.69690552231485,6334,6344,2305,"c(1472233, 560123)",2311,"c(1472253, 560156.5)",6,0.15505115768339814,39.159296431409
673725,NA,unclassified,loose,1,NA,37.3323,37.33233003705568,6354,6347,2316,"c(1472270.5, 559871.5)",2313,"c(1472262, 559835)",-3,-0.08035930243363411,37.45267501788957
395196,Enterprise Way,local,paved,2,NA,108.2811,108.2811156202834,6203,6222,2224,"c(1471847.5, 563522.5)",2234,"c(1471908.5, 563612)",10,0.0923522069634715,108.74189624966627
395234,Powick Rd,local,paved,2,NA,297.8043,297.80429815566123,6277,6203,2266,"c(1472087, 563345)",2224,"c(1471847.5, 563522.5)",-42,-0.14103221565340454,300.75139234920584
395243,Hwy 97 N,arterial,paved,2,97,308.1315,308.1314654502388,6277,6215,2266,"c(1472087, 563345)",2229,"c(1471895, 563104)",-37,-0.1200786162683384,310.34496934945105
423372,mall access,service,paved,2,NA,94.7313,94.73125144324597,6220,6245,2232,"c(1471907, 563246.5)",2247,"c(1471965, 563321.5)",15,0.15834267753748177,95.9114695956823
395195,Enterprise Way,local,paved,2,NA,129.7993,129.7993066237747,6222,6248,2234,"c(1471908.5, 563612)",2249,"c(1471976.5, 563722.5)",15,0.11556302102196687,130.6631547147576
395208,Hwy 33 W,arterial,paved,2,33,240.824,240.82395730249308,6232,6283,2240,"c(1471917.5, 563603.5)",2270,"c(1472120, 563476.5)",30,0.1245723238503125,242.68534857059873
354459,Cary Rd,local,paved,2,NA,323.0991,323.09905601847333,6331,6248,2302,"c(1472230, 563522.5)",2249,"c(1471976.5, 563722.5)",-53,-0.16403638145253419,327.41716509680515
594059,NA,unclassified,paved,2,NA,105.4608,105.46081900512694,6273,6313,2263,"c(1472080, 563309)",2291,"c(1472184.5, 563308.5)",28,0.2655014465480188,109.11454690018257
554399,Hwy 97 N,arterial,paved,2,97,32.7997,32.79972592880054,6273,6280,2263,"c(1472080, 563309)",2268,"c(1472100.5, 563334.5)",5,0.15244029815534638,33.178638022143566
395203,Hwy 97 N,arterial,paved,2,97,84.7482,84.74821532045983,6296,6277,2278,"c(1472141.5, 563410)",2266,"c(1472087, 563345)",-12,-0.14159590210394637,85.59357452521202
395233,Powick Rd,local,paved,2,NA,17.3404,17.34041521997917,6280,6277,2268,"c(1472100.5, 563334.5)",2266,"c(1472087, 563345)",-2,-0.11533749190132728,17.455371666088503
395236,Hwy 97 N,arterial,paved,2,97,80.4301,80.43009387039157,6280,6300,2268,"c(1472100.5, 563334.5)",2282,"c(1472150.5, 563397.5)",14,0.17406420067792272,81.6394512475433
395218,turning lane,yield,paved,1,NA,79.329,79.32903736704739,6283,6296,2270,"c(1472120, 563476.5)",2278,"c(1472141.5, 563410)",8,0.10084579701862274,79.73140014813738
395219,Hwy 33 W,arterial,paved,2,33,60.4633,60.46329465054517,6283,6309,2270,"c(1472120, 563476.5)",2289,"c(1472173, 563447.5)",19,0.3142402363254065,63.37830859212515
395204,Hwy 97 N,arterial,paved,2,97,48.898,48.89795496748041,6309,6296,2289,"c(1472173, 563447.5)",2278,"c(1472141.5, 563410)",-11,-0.2249582831698289,50.119956105345324
395209,Hwy 33 W,arterial,paved,2,33,41.419,41.41895701239704,6311,6297,2290,"c(1472181.5, 563459)",2279,"c(1472145, 563478)",-11,-0.2655788748303732,42.854754695305324
395217,turning lane,yield,paved,1,NA,91.6153,91.61532579437514,6325,6297,2299,"c(1472223.5, 563513.5)",2279,"c(1472145, 563478)",-20,-0.2183040864242381,93.77295943079486
395206,Hwy 97 N,arterial,paved,2,97,56.1606,56.16057335883866,6300,6314,2282,"c(1472150.5, 563397.5)",2292,"c(1472185.5, 563441.5)",10,0.17806086017151,57.043930439561215
395187,Hwy 97 N,arterial,paved,2,97,14.4201,14.420124826061311,6311,6309,2290,"c(1472181.5, 563459)",2289,"c(1472173, 563447.5)",-1,-0.06934752729690054,14.454757002426216
395192,Hwy 33 W,arterial,paved,2,33,13.9617,13.96173341671289,6309,6314,2289,"c(1472173, 563447.5)",2292,"c(1472185.5, 563441.5)",3,0.21487303262851665,14.280406156666462
395190,Hwy 33 W,arterial,paved,2,33,13.4183,13.418271126105722,6316,6311,2294,"c(1472193.5, 563453)",2290,"c(1472181.5, 563459)",-4,-0.2981009969472042,14.001785600903998
599983,NA,unclassified,paved,2,NA,150.5316,150.53155877659592,6313,6322,2291,"c(1472184.5, 563308.5)",2297,"c(1472210.5, 563163)",6,0.03985875153863654,150.65108757560216
395185,Hwy 97 N,arterial,paved,2,97,14.0663,14.06627171646804,6314,6316,2292,"c(1472185.5, 563441.5)",2294,"c(1472193.5, 563453)",2,0.1421840868933668,14.207744367122768
395245,Hwy 97 N,arterial,paved,2,97,276.1145,276.11450164915766,6221,6273,2233,"c(1471908.5, 563092.5)",2263,"c(1472080, 563309)",30,0.10865057728159176,277.73947868634497
465472,Baron Rd,local,paved,2,NA,175.6853,175.68529301975508,6322,6275,2297,"c(1472210.5, 563163)",2265,"c(1472081, 563050.5)",-32,-0.18214387470897597,178.5758163454313
435139,Parkview Cres,local,paved,1,NA,8.7573,8.75728268352631,6294,6293,2277,"c(1472137.5, 562438.5)",2276,"c(1472136.5, 562447)",-1,-0.11419067262509885,8.81419309972216
404646,Springfield Rd,arterial,paved,1,NA,36.6231,36.62308015445998,5991,5997,2126,"c(1471172, 561979)",2132,"c(1471208.5, 561982)",6,0.1638311134589076,37.11131902802702
435578,park access,service,paved,2,NA,63.245,63.24502174801853,6085,6083,2159,"c(1471516.5, 562060.5)",2158,"c(1471497.5, 562005)",-1,-0.015811521165795633,63.252927014544845
435577,park access,service,paved,2,NA,32.2672,32.26716597405908,6085,6081,2159,"c(1471516.5, 562060.5)",2157,"c(1471496.5, 562086)",-2,-0.0619825119320328,32.329089068476335
435129,Durnin Rd,local,paved,2,NA,9.7652,9.76524449264037,6078,6081,2156,"c(1471491, 562094)",2157,"c(1471496.5, 562086)",1,0.10240399006432,9.816312953499551
435135,Leckie Rd,local,paved,4,NA,7.6851,7.685050422786026,6190,6192,2217,"c(1471827, 562321.5)",2219,"c(1471831, 562315)",2,0.2602455273513936,7.941032678484813
435136,Springfield Rd,arterial,paved,2,NA,335.0909,335.0908836995941,6192,6294,2219,"c(1471831, 562315)",2277,"c(1472137.5, 562438.5)",58,0.1730873706847736,340.0733749333736
571048,Leckie Rd,local,paved,4,NA,59.3735,59.37352910379656,6182,6190,2214,"c(1471799.5, 562374)",2217,"c(1471827, 562321.5)",3,0.05052756750833208,59.44927214221699
567844,Harvey Ave,arterial,paved,2,97,25.4102,25.41017784272909,6002,6011,2134,"c(1471225.5, 562513)",2137,"c(1471249, 562522.5)",3,0.1180629281136033,25.58665937552459
571050,Parkview Cres,local,paved,2,NA,87.5045,87.50448880121155,6262,6284,2257,"c(1472036.5, 562561.5)",2271,"c(1472122, 562562)",14,0.15999179232741442,88.61735473574777
597047,Parkview Cres,strata,paved,2,NA,146.8617,146.86172306875235,6259,6224,2254,"c(1472026.5, 562682.5)",2235,"c(1471909.5, 562635.5)",-19,-0.1293733969817668,148.08567014644905
465497,Leckie Rd,local,paved,2,NA,71.0073,71.00729136319421,6092,6109,2161,"c(1471553.5, 562844)",2170,"c(1471622.5, 562827.5)",9,0.12674754700846178,71.57538282634299
567921,Hwy 97 N,arterial,paved,2,97,260.9954,260.99540657789765,6193,6115,2220,"c(1471835.5, 563028.5)",2175,"c(1471646.5, 562849)",-45,-0.1724168275220933,264.84637481899216
395238,Banks Rd,local,paved,2,NA,114.0232,114.02324324447336,6226,6251,2237,"c(1471912.5, 563022)",2250,"c(1472003.5, 562953)",13,0.11401184206036959,114.76192748463377
332329,mall access,service,paved,2,NA,164.1243,164.12432486945005,6160,6121,2202,"c(1471757.5, 563101.5)",2179,"c(1471658, 562971)",-23,-0.1401376670904509,165.72807249785046
423364,turning lane,yield,paved,1,NA,71.1349,71.13486430626443,6201,6226,2223,"c(1471846.5, 563016)",2237,"c(1471912.5, 563022)",14,0.19680925993932208,72.49944082453777
423360,Hwy 97 N,arterial,paved,2,97,45.1852,45.18517455979286,6201,6211,2223,"c(1471846.5, 563016)",2226,"c(1471875.5, 563051)",3,0.06639345823551362,45.284655237717686
395241,turning lane,yield,paved,1,NA,76.6241,76.62410423155491,6226,6221,2237,"c(1471912.5, 563022)",2233,"c(1471908.5, 563092.5)",-4,-0.05220289411687168,76.72843898639012
395237,Banks Rd,local,paved,2,NA,47.1246,47.12462201446454,6211,6226,2226,"c(1471875.5, 563051)",2237,"c(1471912.5, 563022)",11,0.23342362293375285,48.391424860259654
423363,turning lane,yield,paved,1,NA,62.5044,62.504418879752706,6191,6193,2218,"c(1471830.5, 563089.5)",2220,"c(1471835.5, 563028.5)",2,0.03199773769351638,62.536408431373694
423362,Hwy 97 N,arterial,paved,2,97,43.546,43.54595273959585,6206,6193,2225,"c(1471862, 563063)",2220,"c(1471835.5, 563028.5)",-5,-0.11482123332792661,43.83206588787614
332324,Enterprise Way,local,paved,2,NA,245.7252,245.72515782252611,6067,6095,2154,"c(1471422, 563050)",2162,"c(1471569.5, 563246.5)",8,0.03255669900018118,245.8553501286994
465496,Hunter Rd,local,paved,2,NA,14.947,14.947021007621176,6064,6067,2153,"c(1471409, 563057.5)",2154,"c(1471422, 563050)",1,0.06690296343934492,14.980435140618203
395244,Hwy 97 N,arterial,paved,2,97,53.3646,53.36459500546892,6211,6221,2226,"c(1471875.5, 563051)",2233,"c(1471908.5, 563092.5)",7,0.13117311204709087,53.821742819214975
332336,Banks Rd,local,paved,2,NA,17.9805,17.980545041813254,6211,6206,2226,"c(1471875.5, 563051)",2225,"c(1471862, 563063)",-1,-0.05561566669277978,18.00833140523228
395240,Banks Rd,local,paved,2,NA,41.0878,41.08783274880961,6191,6206,2218,"c(1471830.5, 563089.5)",2225,"c(1471862, 563063)",7,0.17036673710182007,41.67985124726516
395242,Hwy 97 N,arterial,paved,2,97,52.5837,52.58374273481435,6215,6206,2229,"c(1471895, 563104)",2225,"c(1471862, 563063)",-4,-0.07606913832992915,52.73566155839084
395246,turning lane,yield,paved,1,NA,70.0666,70.06662511763,6215,6191,2229,"c(1471895, 563104)",2218,"c(1471830.5, 563089.5)",-11,-0.15699343277249136,70.92483313603563
395239,Banks Rd,local,paved,2,NA,63.6488,63.64880203120196,6173,6191,2208,"c(1471782, 563130.5)",2218,"c(1471830.5, 563089.5)",10,0.15711214792538897,64.42957395487835
332328,mall access,service,paved,2,NA,114.9747,114.9747453181716,6125,6160,2182,"c(1471666.5, 563171.5)",2202,"c(1471757.5, 563101.5)",20,0.17395124420283475,116.70129417010945
332330,mall access,service,paved,2,NA,37.9639,37.96391710566933,6160,6173,2202,"c(1471757.5, 563101.5)",2208,"c(1471782, 563130.5)",6,0.15804480826621528,38.43512718862958
382603,Dilworth Dr,collector,paved,2,NA,11.5039,11.50391237797072,5991,5992,2126,"c(1471172, 561979)",2127,"c(1471172, 561990.5)",1,0.08692694860184594,11.547294055319972
404630,Springfield Rd,arterial,paved,1,NA,94.4038,94.40381348224577,5964,5901,2114,"c(1471119, 561987)",2089,"c(1471025, 561981)",-25,-0.2648198105334132,97.65797458472424
404631,Springfield Rd,arterial,paved,1,NA,42.8981,42.89813515765133,5987,5964,2123,"c(1471162, 561990)",2114,"c(1471119, 561987)",-9,-0.20979932966607653,43.83206588793325
404636,turning lane,yield,paved,1,NA,71.101,71.1010200822266,5983,5964,2119,"c(1471158, 562041)",2114,"c(1471119, 561987)",-5,-0.07032247911798764,71.27660946434804
382523,Springfield Rd,arterial,paved,1,NA,10.018,10.01798382909316,5992,5987,2127,"c(1471172, 561990.5)",2123,"c(1471162, 561990)",-4,-0.3992819381863671,10.787029248128144
404629,Dilworth Dr,collector,paved,2,NA,51.0343,51.03430218982156,5983,5987,2119,"c(1471158, 562041)",2123,"c(1471162, 561990)",4,0.07837865569557592,51.190819489455585
404644,Springfield Rd,arterial,paved,1,NA,36.0867,36.08670115153226,5998,5992,2133,"c(1471208, 561993)",2127,"c(1471172, 561990.5)",-6,-0.16626623682794672,36.58209944768069
404641,Dilworth Dr,collector,paved,2,NA,51.6327,51.632741550295925,5992,5990,2127,"c(1471172, 561990.5)",2125,"c(1471168, 562042)",-2,-0.03873511148060542,51.67146214304038
404649,turning lane,yield,paved,1,NA,68.0624,68.06241713484653,5998,5990,2133,"c(1471208, 561993)",2125,"c(1471168, 562042)",-8,-0.11753916973225108,68.53096107773369
404628,Dilworth Dr,collector,paved,2,NA,203.5582,203.55818446213303,5942,5983,2108,"c(1471086.5, 562231)",2119,"c(1471158, 562041)",11,0.05403860340504402,203.8551801194166
404640,Dilworth Dr,collector,paved,2,NA,205.1184,205.11844345203448,5990,5950,2125,"c(1471168, 562042)",2111,"c(1471097, 562234)",-14,-0.06825324804726203,205.59566105388865
382549,Baron Rd,local,paved,2,NA,61.206,61.205963761623835,5942,5902,2108,"c(1471086.5, 562231)",2090,"c(1471026, 562221)",-18,-0.2940889889440154,63.797883977364094
382520,Baron Rd,local,paved,2,NA,11.0164,11.01635148322594,5950,5942,2111,"c(1471097, 562234)",2108,"c(1471086.5, 562231)",-3,-0.2723224657971338,11.417530381040129
382552,Dilworth Dr,collector,paved,2,NA,126.6752,126.6751674719944,5928,5942,2103,"c(1471059, 562354)",2108,"c(1471086.5, 562231)",5,0.039471035245368116,126.77380665601956
382554,Dilworth Dr,collector,paved,2,NA,124.8799,124.87987431024575,5950,5932,2111,"c(1471097, 562234)",2105,"c(1471068.5, 562355)",-6,-0.04804617263702459,125.0239297404412
567841,Baron Rd,local,paved,2,NA,30.1607,30.160717912516247,5967,5950,2116,"c(1471125.5, 562244)",2111,"c(1471097, 562234)",-5,-0.16577854726478758,30.5723552412695
382555,mall access,service,paved,3,NA,44.8006,44.80055803219238,5895,5928,2084,"c(1471014, 562351)",2103,"c(1471059, 562354)",19,0.42410186021225793,48.66302497786011
382556,mall access,service,paved,3,NA,9.5336,9.533624704175978,5928,5932,2103,"c(1471059, 562354)",2105,"c(1471068.5, 562355)",2,0.20978379808929834,9.74114982946441
