edge_id,road_name,road_class,road_surface,lanes,highway_rt,length_feature_m,length_calc_m
1293182,NA,unclassified,rough,2,NA,445.2838,445.28375308619565
1131233,NA,unclassified,rough,2,NA,376.4995,376.4995065999659
1131273,NA,unclassified,rough,2,NA,185.2071,185.20710887354994
1568336,NA,unclassified,rough,2,NA,530.7188,530.7188261713279
1495032,NA,unclassified,rough,2,NA,450.721,450.72095756832715
1123485,NA,unclassified,rough,2,NA,19.2282,19.22816702230896
1568216,NA,unclassified,rough,2,NA,599.8695,599.8695159979522
1131291,NA,unclassified,rough,2,NA,195.0386,195.03864655079417
1092751,NA,unclassified,rough,2,NA,206.6605,206.66052284646915
1131311,NA,unclassified,rough,2,NA,482.3822,482.38222784544564
1092733,NA,unclassified,rough,2,NA,277.9859,277.98592592201015
1131231,NA,unclassified,rough,2,NA,327.6061,327.6061189730223
1131359,NA,unclassified,rough,2,NA,541.4586,541.4585597630487
1092717,NA,unclassified,rough,2,NA,192.1255,192.1255255621508
1131613,NA,unclassified,rough,2,NA,167.0778,167.07778812769808
1092765,NA,unclassified,rough,2,NA,158.7327,158.73274272449652
1571736,NA,unclassified,rough,2,NA,320.9186,320.9185886829318
1131289,NA,unclassified,rough,2,NA,145.2018,145.20179629967672
1107097,NA,unclassified,rough,2,NA,495.9593,495.95934010815716
1087573,NA,unclassified,rough,2,NA,171.0099,171.00993879695264
1131523,NA,unclassified,rough,2,NA,371.3186,371.3185713890156
1092483,NA,unclassified,rough,2,NA,205.4161,205.41605651194706
1131579,NA,unclassified,rough,2,NA,318.2447,318.24468736287895
1131281,NA,unclassified,rough,2,NA,61.3097,61.30973748541956
1293150,NA,unclassified,rough,2,NA,539.5422,539.5421656729629
1572231,NA,unclassified,rough,2,NA,551.0058,551.0058345894931
1131297,NA,unclassified,rough,2,NA,363.4343,363.4343480256778
1092665,NA,unclassified,rough,2,NA,397.1503,397.1503263229544
1092679,NA,unclassified,rough,2,NA,343.3181,343.31810173380865
1092707,NA,unclassified,rough,2,NA,204.8297,204.8297429347797
1092727,NA,unclassified,rough,2,NA,106.632,106.6320158690856
1571716,NA,unclassified,rough,2,NA,534.5073,534.5072533510973
1293178,NA,unclassified,rough,2,NA,363.9347,363.93474789866025
1092711,NA,unclassified,rough,2,NA,138.938,138.93795282688836
1604309,NA,unclassified,rough,2,NA,182.5625,182.56246877904752
1083581,NA,unclassified,rough,2,NA,480.1814,480.1813680432489
1131577,NA,unclassified,rough,2,NA,136.37,136.36999212703194
2156264,Tower Ranch Blvd,restricted,loose,2,NA,597.9648,597.9648248424475
2155835,NA,resource,loose,2,NA,131.8535,131.85346641469692
2156263,Tower Ranch Blvd,restricted,loose,2,NA,38.5282,38.52824634539486
1597435,NA,unclassified,rough,2,NA,1032.3193,1032.3193368992545
1598719,NA,unclassified,rough,2,NA,205.391,205.39099982267373
2587176,NA,unclassified,rough,2,NA,243.6519,243.65190552102425
2587188,NA,unclassified,rough,2,NA,688.6572,688.6572369819751
2587180,NA,resource,paved,2,NA,723.9222,723.9222405645902
2587189,NA,unclassified,rough,2,NA,1328.962,1328.9619669080978
2587181,NA,resource,paved,2,NA,1485.3695,1485.3695068099453
2587197,NA,unclassified,rough,2,NA,926.1055,926.1054798067125
2587185,NA,resource,paved,2,NA,320.5864,320.5864455575901
2587177,NA,resource,paved,2,NA,1134.7002,1134.7001869959454
1471313,NA,unclassified,rough,2,NA,1321.1754,1321.1753608456243
2300135,Dunbar Crt,local,paved,2,NA,104.6825,104.68253067538859
2300133,Prestwick St,local,paved,2,NA,87.4356,87.43564077443742
1779035,Black Mountain Dr,local,paved,2,NA,93.8541,93.85411742604354
2155864,NA,resource,rough,2,NA,163.4841,163.48413092365203
2156304,unsigned,recreation,rough,2,NA,149.5076,149.5075862739706
2156305,unsigned,recreation,rough,2,NA,43.5086,43.50863643179297
1415991,unsigned,recreation,rough,2,NA,246.3377,246.33773911987083
2155746,NA,resource,rough,2,NA,676.3261,676.3260885052083
1170191,NA,recreation,rough,2,NA,420.7289,420.7289144023033
1170213,NA,recreation,rough,2,NA,120.7579,120.757875665292
1569137,NA,unclassified,rough,2,NA,362.7991,362.7990849680201
1144310,NA,recreation,rough,2,NA,435.8265,435.82652110258124
1465971,NA,unclassified,rough,2,NA,1120.5607,1120.5607423813597
1092763,NA,unclassified,rough,2,NA,386.8718,386.8717921586316
1514659,NA,unclassified,rough,2,NA,812.4154,812.4154253590374
1082309,NA,unclassified,rough,2,NA,488.4778,488.4777618427197
1572437,NA,unclassified,rough,2,NA,968.0374,968.0373825620454
1131261,NA,unclassified,rough,2,NA,554.9755,554.975519607999
1131227,NA,unclassified,rough,2,NA,186.9806,186.98057333171613
2423809,Tower Ranch Dr,local,paved,2,NA,537.8419,537.8418804289022
2404704,Tower Ranch Blvd,collector,paved,2,NA,595.5355,595.5354571164607
2468334,Summer Cres,strata,paved,2,NA,298.8277,298.82770824528325
2397573,Spring Lane,strata,paved,2,NA,55.3627,55.36272745866668
2468336,Tower Ranch Dr,strata,paved,2,NA,363.115,363.11499442462843
2397571,Tower Ranch Dr,strata,paved,2,NA,199.3713,199.3713166402356
2397572,Winter Lane,strata,paved,2,NA,219.4028,219.40284453324028
2468335,Tower Ranch Dr,strata,paved,2,NA,152.2574,152.25741011780434
2156262,Tower Ranch Blvd,restricted,loose,2,NA,1064.7866,1064.7865610956749
2404705,Tower Ranch Blvd,collector,paved,2,NA,116.1524,116.15237765408247
2404706,Tallgrass Trail,local,paved,2,NA,208.8111,208.8111250881101
2156261,Tower Ranch Blvd,restricted,loose,2,NA,130.4124,130.41236030438677
1824856,Tower Ranch Blvd,collector,paved,2,NA,150.7836,150.7836029436191
2156265,Tower Ranch Golf Course Access,recreation,paved,2,NA,242.3319,242.33192757430484
2404708,Foxtail Terr,local,paved,2,NA,245.6658,245.66576524921345
1675718,Tower Ranch Blvd,local,paved,2,NA,141.9569,141.95693856890173
1824857,Tower Ranch Blvd,collector,paved,2,NA,266.0594,266.0593958652712
1824858,Tower Ranch Blvd,strata,paved,2,NA,268.2678,268.267844229054
2155836,NA,resource,loose,2,NA,6.0785,6.078498581165444
2156266,Tower Ranch Golf Course Access,recreation,paved,2,NA,20.7349,20.734916619910432
1505272,Tower Ranch Golf Course Access,recreation,loose,2,NA,21.3387,21.338704282833568
1675715,Tower Ranch Blvd,local,paved,2,NA,50.1422,50.14217267965839
1416093,NA,unclassified,rough,2,NA,2005.5955,2005.5955217084233
1305984,NA,unclassified,rough,2,NA,469.3343,469.33425719776125
2395134,Bal Pl,local,paved,2,NA,165.7862,165.7862096230372
2458927,Deans Dr,local,paved,2,NA,144.7505,144.75054130813174
2458926,Deans Crt,local,paved,2,NA,86.9357,86.93565855967425
2155865,NA,driveway,rough,2,NA,23.0204,23.020431359872255
2510286,turning lane,yield,paved,1,NA,38.3094,38.30937024588472
2510288,Bal Pl,local,paved,2,NA,16.3056,16.305553041868112
2510287,turning lane,yield,paved,1,NA,34.7895,34.789500958762275
2510289,Bal Pl,local,paved,2,NA,15.4291,15.429071164566885
1269086,NA,unclassified,rough,2,NA,881.3354,881.3354495803586
2458925,NA,unclassified,rough,2,NA,290.4897,290.4897306973828
2409475,Carnegie St,local,paved,2,NA,229.1458,229.1458311919262
2409473,Carnoustie Dr,local,paved,2,NA,230.1054,230.10538344483842
2048308,Barra Lane,local,paved,2,NA,48.9689,48.968922645108634
2048306,Barra Lane,local,paved,2,NA,122.8624,122.86244539492243
2048307,Barra Lane,local,paved,2,NA,56.3562,56.35624872758637
2048304,Carnegie St,local,paved,2,NA,100.1134,100.11337731623298
1873488,Carnegie St,local,paved,2,NA,138.2696,138.26962696038555
1873490,Carnoustie Dr,local,paved,2,NA,276.3497,276.3497229639332
1355815,NA,unclassified,loose,1,NA,113.2237,113.22371270949824
2300134,Prestwick St,local,paved,2,NA,60.664,60.66402018498988
2156294,private driveway,driveway,paved,2,NA,66.645,66.64498335083367
1536949,NA,unclassified,rough,2,NA,193.2103,193.21029127624368
2156315,McKenzie Rd,local,paved,2,NA,184.6679,184.66788853543332
1922311,Bach Rd,local,paved,2,NA,49.9458,49.94576659736166
2156217,McKenzie Rd,local,paved,2,NA,45.337,45.33703680215447
2156218,McKenzie Rd,local,paved,2,NA,350.4713,350.4712962583383
2155791,NA,resource,loose,2,NA,409.1651,409.1651112668755
1977764,Sutcliffe Crt,local,paved,2,NA,67.3127,67.31270991416311
2533303,Old Vernon Rd,collector,paved,1,NA,12.7031,12.703083287165702
2533302,Old Vernon Rd,collector,paved,1,NA,13.4015,13.401492454223348
2533308,Old Vernon Rd,collector,paved,1,NA,13.3417,13.34166406425373
2533304,Old Vernon Rd,collector,paved,1,NA,15.6162,15.616155897010382
2533317,Rutland Rd N,local,paved,1,NA,33.0801,33.080104670337604
2533314,Acland Rd,local,paved,1,NA,26.4379,26.43785165246218
2533309,Old Vernon Rd,collector,paved,1,NA,15.4,15.399999999906868
2533310,Rutland Rd N,local,paved,1,NA,34.052,34.052019029781015
2533313,Acland Rd,local,paved,1,NA,25.9083,25.90829982844558
2533305,Old Vernon Rd,collector,paved,1,NA,12.8763,12.876334882310145
2533307,Old Vernon Rd,collector,paved,1,NA,10.8407,10.840664186332353
2533306,Old Vernon Rd,collector,paved,1,NA,14.6014,14.60136979884767
2533312,Old Vernon Rd,collector,paved,1,NA,26.5149,26.51490147069618
2533311,Old Vernon Rd,collector,paved,1,NA,27.4591,27.459060435543684
1639906,Latta Rd,local,paved,2,NA,594.7127,594.7126858630959
1890338,Latta Rd,local,paved,2,NA,379.4746,379.47456555708163
1890340,Latta Rd,local,paved,2,NA,120.799,120.79897860010371
1890339,Latta Rd,local,paved,2,NA,135.7853,135.7853413298434
1556775,NA,unclassified,rough,2,NA,696.7479,696.7478604108616
2458948,Escena Dr,local,paved,2,NA,142.6422,142.64216588391966
2404707,Tallgrass Trail,local,paved,2,NA,61.0707,61.070698610393634
2587807,John Hindle Dr,local,paved,1,NA,14.0431,14.043147795284534
2587806,John Hindle Dr,local,paved,1,NA,18.0141,18.014059306984137
2587804,John Hindle Dr,local,paved,1,NA,12.5323,12.532295080999623
2587805,Hollywood Rd S,local,paved,1,NA,23.4389,23.43891475725891
2587803,Hollywood Rd S,local,paved,2,NA,496.436,496.43600760693766
2554693,University Way,local,paved,1,NA,21.5564,21.556437553631046
2554692,University Way,local,paved,1,NA,20.6148,20.61482384107869
2554695,Innovation Dr,local,paved,1,NA,20.1316,20.13156725137671
2554694,Innovation Dr,local,paved,1,NA,20.3578,20.35779948813125
2554688,University Way,local,paved,1,NA,12.4876,12.487632361587066
2554690,University Way,local,paved,1,NA,17.8213,17.82133552790411
2554689,University Way,local,paved,1,NA,12.4016,12.401612798364525
2174880,Hwy 97 N,arterial,paved,2,97,9.7564,9.756405331877843
2174885,Hwy 97 N,arterial,paved,2,97,559.4624,559.4624000241098
2554684,University Way,local,paved,1,NA,15,15
2554686,Hollywood Rd S,local,paved,1,NA,25.9561,25.956079230034867
2554691,Hollywood Rd S,local,paved,1,NA,26.5359,26.53593881883762
2554685,University Way,local,paved,1,NA,11.8849,11.884864324004713
2542461,NA,resource,loose,1,NA,68.5492,68.54923528893312
2542464,Hwy 97 N,arterial,paved,2,97,23.0544,23.0543558790879
2542465,Okanagan Rail Trail,trail,loose,1,NA,17.4044,17.404414727336814
2542467,Hwy 97 N,arterial,paved,2,97,23.3779,23.377927559966448
2542462,Okanagan Rail Trail,trail,loose,1,NA,132.0886,132.08860397475763
2542463,Hwy 97 N,arterial,paved,2,97,32.1157,32.11566759382682
2542460,NA,resource,loose,1,NA,113.3077,113.30771314754203
2542471,Okanagan Rail Trail,trail,loose,1,NA,664.9122,664.9121731452683
2538504,turning lane,yield,paved,1,NA,57.0104,57.01041167283004
2510297,Old Vernon Rd,collector,paved,1,NA,141.2367,141.23670080477217
2510305,Rutland Crt,local,paved,2,NA,98.464,98.463962773204
2533315,Old Vernon Rd,collector,paved,1,NA,28.7934,28.79340202200434
2538716,Hwy 97 N,arterial,paved,2,97,360.5912,360.59118863307395
2538500,Hwy 97 N,arterial,paved,2,97,487.748,487.7480210993001
2345649,Academy Way,local,paved,2,NA,154.223,154.22297722978033
2345648,Appaloosa Rd,local,paved,2,NA,121.7598,121.75984778663334
2345646,Academy Way,local,paved,2,NA,204.3379,204.33792643234693
2538719,Hwy 97 N,arterial,paved,2,97,37.1743,37.1742953262129
2538717,Penno Rd,local,paved,1,NA,39.8918,39.89177810183581
2538721,turning lane,yield,paved,1,NA,29.0735,29.07346695876649
2538718,Penno Rd,local,paved,2,NA,162.8023,162.80233293785437
2538720,Hwy 97 N,arterial,paved,2,97,270.9026,270.90264819799677
2407983,Alcan Rd,local,paved,2,NA,173.4313,173.43129468757678
2174884,Hwy 97 N,arterial,paved,2,97,180.0598,180.05976785502497
2542469,Lougheed Rd,local,paved,2,NA,83.9129,83.91285022559096
2542470,Lougheed Rd,local,paved,2,NA,263.2608,263.2608079503324
2542468,Okanagan Rail Trail,trail,loose,1,NA,979.669,979.6689615462199
2413622,Rutland Rd N,arterial,paved,2,NA,134.0827,134.08265365059998
1910062,Hartman Rd,local,paved,2,NA,155.735,155.73499066042422
1910063,Hartman Rd,local,paved,2,NA,38.4534,38.453401409924744
2413625,McCurdy Rd E,local,paved,2,NA,123.4563,123.45626046209117
2413623,McCurdy Rd E,collector,paved,2,NA,56.3376,56.33758882103455
2413624,McCurdy Rd E,collector,paved,2,NA,53.9206,53.92064659312065
1998182,Stremel Rd,strata,paved,2,NA,16.3764,16.37644848562107
1998181,Stremel Rd,strata,paved,2,NA,16.1836,16.183622338677374
1998180,Stremel Rd,strata,paved,2,NA,69.1364,69.13639367589687
1998179,Stremel Rd,strata,paved,2,NA,68.8649,68.86494979192703
1998183,Stremel Rd,strata,paved,2,NA,12.7762,12.77623997892854
2300139,Stremel Rd,local,paved,2,NA,198.4372,198.43719184420425
1998184,Stremel Rd,local,paved,2,NA,3.5732,3.573212699872972
1998178,Stremel Rd,local,paved,2,NA,103.3699,103.36993289161082
2512991,Stremel Rd,local,paved,2,NA,120.975,120.97496046692034
1561871,NA,alleyway,loose,1,NA,181.1565,181.15645903715756
2194225,private driveway,driveway,paved,2,NA,53.6972,53.697244854822486
2507732,Hwy 97 N,arterial,paved,2,97,123.2191,123.21911732125082
2507731,Hwy 97 N,arterial,paved,2,97,49.9144,49.91444616535455
2507733,turning lane,yield,paved,1,NA,80.6313,80.63131195959753
2490017,Loyd Rd,local,paved,2,NA,18.352,18.351955563342898
2507728,Loyd Rd,local,paved,2,NA,42.0926,42.09257702962591
2507727,Hwy 97 N,arterial,paved,2,97,47.5389,47.53890541450058
2507730,turning lane,yield,paved,1,NA,45.7709,45.77089233174472
2507729,Loyd Rd,local,paved,2,NA,31.4785,31.478477107436987
2415634,Totom Ave,local,paved,2,NA,81.7536,81.75360617109888
2415635,Totom Ave,local,paved,2,NA,66.5115,66.51145225412951
2415636,Totom Ave,restricted,paved,2,NA,86.669,86.6689998959915
1907318,Davie Rd,local,paved,2,NA,283.7608,283.76084158282885
1907314,Davie Rd,strata,paved,2,NA,42.9665,42.96654486937633
1907316,Davie Rd,local,paved,2,NA,66.6336,66.63359909978246
1907313,Saskatoon Rd,local,paved,2,NA,105.3744,105.37437252965863
1907317,Davie Rd,strata,paved,2,NA,39.398,39.39802377038597
1907315,Davie Rd,local,paved,2,NA,46.2082,46.208239451469304
2176197,Hwy 33 W,arterial,paved,4,33,60.6748,60.674798063052414
2419726,Rutland Rd N,arterial,paved,2,NA,183.3191,183.31909133884912
2156215,Shepherd Rd,local,paved,2,NA,56.0946,56.094631062229446
2155790,NA,alleyway,loose,1,NA,172.8047,172.8046976967881
2156216,Shepherd Rd,local,paved,2,NA,60.3806,60.38061957289412
2419725,Shepherd Rd,local,paved,2,NA,206.98,206.98003073013905
2419727,Rutland Rd N,arterial,paved,2,NA,169.8301,169.8301041159817
1964206,Josselyn Lane,local,paved,2,NA,177.2509,177.25089166025447
1964205,McWilliams Rd,local,paved,2,NA,59.001,59.00100830486104
1964204,McWilliams Rd,local,paved,2,NA,78.7845,78.78448870819477
2399474,Solly Crt,local,paved,2,NA,149.2643,149.26426597374638
1910061,Hartman Rd,local,paved,2,NA,54.4059,54.40593824206466
2587815,Discovery Ave,local,paved,2,NA,71.6617,71.66170525480692
2587823,Discovery Ave,strata,paved,1,NA,25.0568,25.056764832012913
2587828,Discovery Ave,strata,paved,1,NA,11.9536,11.953631456566589
2587827,Discovery Ave,strata,paved,1,NA,12.352,12.351983848591411
2587818,Discovery Ave,strata,paved,1,NA,7.6896,7.689603370766703
2587829,Discovery Ave,strata,paved,1,NA,16.8864,16.886446784302528
2587822,Discovery Ave,strata,paved,1,NA,7.4586,7.458606974550678
2587819,Discovery Ave,strata,paved,1,NA,11.055,11.05496910153342
2587824,Discovery Ave,strata,paved,1,NA,17.1398,17.139766655311384
2587821,Discovery Ave,strata,paved,1,NA,10.8206,10.820631784859941
2587826,University Way,strata,paved,1,NA,14.3413,14.341283066605591
2587820,Discovery Ave,strata,paved,1,NA,7.5158,7.515783724898698
2587825,University Way,strata,paved,1,NA,14.8375,14.837494566067667
2587813,Discovery Ave,local,paved,2,NA,86.8546,86.85464895452363
2587816,Athletics Crt,strata,paved,2,NA,32.609,32.60896854516325
2587814,Discovery Ave,local,paved,2,NA,13.8101,13.810141201172128
2587817,Athletics Crt,strata,paved,1,NA,97.0914,97.09141006460797
1938574,Research Rd,strata,paved,2,NA,177.8377,177.83768236236358
2587830,University Way,pedestrian,paved,2,NA,101.1714,101.17144124670932
2587832,University Walk,pedestrian,paved,2,NA,58.7697,58.76967947843377
2587833,University Walk,pedestrian,paved,2,NA,57.742,57.74195724076207
2587810,Alumni Ave,strata,paved,2,NA,260.7602,260.76023258891456
2587811,Transit Way,local,paved,2,NA,128.7749,128.7749074276335
2587808,John Hindle Dr,local,paved,1,NA,24.4008,24.400819658216992
2587809,John Hindle Dr,local,paved,1,NA,24.1812,24.181191037627567
2156308,Campion St,local,paved,2,NA,339.5782,339.57819251054957
2412502,Hollywood Rd N,local,paved,2,NA,141.5857,141.58570592793214
2415632,Hwy 97 N,arterial,paved,2,97,708.2129,708.212910975642
2507726,Hwy 97 N,arterial,paved,2,97,371.7651,371.76512358478885
2542473,Sexsmith Rd,collector,paved,2,NA,27.2329,27.23291606051973
2538507,Hwy 97 N,arterial,paved,2,97,556.4133,556.4132808456079
2527040,Hwy 97 N,arterial,paved,2,97,84.1848,84.18480610504292
2538714,Sexsmith Rd,collector,paved,2,NA,6.7703,6.77028285964726
2538503,Sexsmith Rd,collector,paved,1,NA,83.3556,83.35557671687926
2538715,Sexsmith Rd,collector,paved,1,NA,66.8241,66.82411935420896
2538486,Hwy 97 N,arterial,paved,2,97,161.5802,161.58023103603963
2538496,Sexsmith Rd,collector,paved,1,NA,42.5451,42.54513806535255
2538505,turning lane,yield,paved,1,NA,43.5417,43.54167086009525
2400536,Commercial Dr,local,paved,2,NA,136.5068,136.50676261259312
2538502,Sexsmith Rd,collector,paved,1,NA,30.0923,30.09231225746082
2538506,Hwy 97 N,arterial,paved,2,97,27.2584,27.258401750640573
2538491,Hwy 97 N,arterial,paved,2,97,12.3102,12.310205359884815
2538487,Hwy 97 N,arterial,paved,2,97,32.1109,32.11094797733357
2538495,turning lane,yield,paved,1,NA,72.7713,72.77130120415646
2538497,Sexsmith Rd,collector,paved,1,NA,14.192,14.192023745662238
2538501,Hwy 97 N,arterial,paved,2,97,38.185,38.18499167211331
2538492,Old Vernon Rd,collector,paved,1,NA,50.7162,50.71622716356562
2538489,Hwy 97 N,arterial,paved,2,97,11.6648,11.664788767871666
2538490,Hwy 97 N,arterial,paved,2,97,36.0807,36.08067400977706
2538485,Old Vernon Rd,collector,paved,1,NA,46.8751,46.875111914524076
2538494,turning lane,yield,paved,1,NA,47.4262,47.42621681512658
2538484,Old Vernon Rd,collector,paved,1,NA,18.7298,18.72976115723696
2538493,Old Vernon Rd,collector,paved,1,NA,159.8823,159.88227639073983
2510295,Rutland Crt,local,paved,2,NA,281.1063,281.10626570817107
2400537,Commercial Dr,local,paved,2,NA,40.2059,40.20591948115721
2538482,Rutland Rd N,arterial,paved,2,NA,203.5668,203.56680624389702
2400535,Rutland Rd N,local,paved,2,NA,310.3435,310.3434693858412
2533316,Old Vernon Rd,collector,paved,1,NA,28.1784,28.178360491555416
2538483,turning lane,yield,paved,1,NA,61.9982,61.99822229696525
1606530,NA,unclassified,rough,2,NA,1353.0068,1353.0068145598493
1306954,NA,unclassified,rough,2,NA,989.0412,989.0411697199036
1502000,NA,unclassified,rough,2,NA,525.1006,525.1005538293083
1595499,NA,unclassified,rough,2,NA,222.1109,222.11094375132637
1292414,NA,unclassified,rough,2,NA,247.1,247.0999775531174
1601096,NA,unclassified,rough,2,NA,106.8452,106.84515654655574
1116689,NA,unclassified,rough,2,NA,187.0901,187.09006664961902
1126773,NA,unclassified,rough,2,NA,457.5714,457.571422448953
1115447,NA,unclassified,rough,2,NA,173.8284,173.8284287970254
1489665,NA,unclassified,rough,2,NA,156.3125,156.31245783093493
1620875,NA,unclassified,rough,2,NA,194.1658,194.1658455232776
1115773,NA,unclassified,rough,2,NA,929.9798,929.9797820465521
1115825,Batta FSR,resource,loose,2,NA,985.691,985.6910124471655
1306566,NA,unclassified,rough,2,NA,727.8712,727.8711863430992
1303094,NA,unclassified,rough,2,NA,1015.427,1015.42699066821
1087491,Batta FSR,resource,loose,2,NA,324.2587,324.2587021695028
1626104,Batta FSR,resource,loose,2,NA,432.5564,432.556366672978
1626105,Batta FSR,resource,loose,2,NA,1197.1689,1197.1689402040968
1481043,NA,unclassified,rough,2,NA,1267.8281,1267.8281317449762
1115193,NA,unclassified,rough,2,NA,116.6171,116.61713110057147
1581607,NA,unclassified,rough,2,NA,674.1275,674.1274670321344
1303002,NA,unclassified,rough,2,NA,648.136,648.1359567941311
1114555,NA,unclassified,rough,2,NA,449.6632,449.6632410397388
1592835,NA,unclassified,rough,2,NA,529.309,529.3089717875876
1592860,NA,unclassified,loose,1,NA,26.4757,26.47566627454206
1307294,NA,unclassified,rough,2,NA,1008.9778,1008.9778137915625
1087185,NA,unclassified,rough,2,NA,1118.1333,1118.133324506424
1075535,NA,unclassified,rough,2,NA,464.722,464.72198213796497
1106989,NA,unclassified,rough,2,NA,375.029,375.0289814451452
1115091,NA,unclassified,rough,2,NA,669.0118,669.0118206533168
1602779,NA,unclassified,rough,2,NA,776.0091,776.0090697687783
1566402,NA,unclassified,rough,2,NA,258.6323,258.6323457063032
1600780,NA,unclassified,rough,2,NA,160.7809,160.78090915871115
1115767,NA,unclassified,rough,2,NA,87.5235,87.52347519519887
1594529,NA,unclassified,rough,2,NA,87.4479,87.44785061858812
1144594,NA,unclassified,rough,2,NA,156.7462,156.74622171302636
1539510,NA,unclassified,loose,1,NA,123.4443,123.44428962968345
1298753,NA,unclassified,loose,1,NA,20.5307,20.530721578741026
1360092,NA,unclassified,loose,1,NA,70.0779,70.0779268997365
1144284,NA,unclassified,loose,1,NA,444.677,444.67699758626725
1595286,NA,unclassified,rough,2,NA,416.2768,416.2768231339213
1567751,NA,unclassified,rough,2,NA,140.868,140.86799171377479
1497525,NA,unclassified,rough,2,NA,250.3144,250.31443111593705
1573532,NA,unclassified,rough,2,NA,380.097,380.09700849359115
1569604,NA,unclassified,rough,2,NA,202.802,202.8020276670784
1595102,NA,unclassified,loose,1,NA,299.6378,299.63778713411375
1595498,NA,unclassified,rough,2,NA,70.3019,70.301915432281
1304860,Scotty Creek Rd,local,loose,2,NA,369.8036,369.80358340317883
2458942,Riviera Dr,local,paved,2,NA,313.4164,313.41644912207767
2486086,Seminole Rd,local,paved,2,NA,431.1145,431.11454168711765
2458947,Escena Dr,local,paved,2,NA,337.4426,337.44256931081543
2458946,Cimarron Dr,local,paved,2,NA,162.7006,162.70061732186215
2458943,Riviera Dr,local,paved,2,NA,60.9825,60.98250565500196
2458944,Cimarron Dr,local,paved,2,NA,84.2402,84.2402022317107
2156324,Sunset Ranch Dr,local,paved,2,NA,278.8913,278.8912701436882
2458945,Cimarron Dr,local,paved,2,NA,186.2255,186.22548647273226
2156288,Sunset Ranch Golf Course Access,recreation,paved,2,NA,77.5237,77.52371417845315
2156287,Sunset Ranch Golf Course Access,recreation,paved,2,NA,23.1614,23.161440781707846
1144622,NA,unclassified,rough,2,NA,1231.9998,1231.9997515462383
1407989,NA,unclassified,loose,1,NA,335.2784,335.2784393138765
1528376,NA,unclassified,rough,2,NA,229.2312,229.23115245221254
2156295,Whitetail Rd,local,paved,2,NA,28.5921,28.59210221366012
2155859,NA,resource,loose,2,NA,147.4553,147.45533820408502
2156296,Whitetail Rd,local,paved,2,NA,83.5639,83.56386916788342
2156297,Whitetail Rd,local,paved,2,NA,44.3284,44.32840990826514
1144608,NA,unclassified,rough,2,NA,399.7955,399.7955276769131
2261789,private driveway,driveway,loose,2,NA,167.6323,167.6323444977868
2261787,Deadpine Dr,local,paved,2,NA,22.1064,22.106389687111026
1415083,NA,unclassified,loose,1,NA,526.7834,526.7833626396582
1144494,NA,unclassified,rough,2,NA,794.2894,794.2894352186853
1378830,NA,unclassified,loose,1,NA,182.7399,182.7398889814393
53708,Farmers Dr,local,paved,2,NA,202.0552,202.05520414851316
1626096,Batta Rd,resource,loose,2,NA,371.1955,371.1954843978476
1145382,NA,unclassified,rough,2,NA,50.8534,50.85344620556842
1144508,NA,unclassified,rough,2,NA,314.3154,314.31539668179687
1302760,NA,unclassified,rough,2,NA,400.0906,400.0905526990214
1306936,NA,unclassified,rough,2,NA,334.5133,334.5133276279234
1292890,NA,unclassified,rough,2,NA,373.7141,373.71405998766704
1495025,NA,unclassified,rough,2,NA,375.8539,375.85391052530724
1594357,NA,unclassified,rough,2,NA,220.2619,220.2618732081233
1609955,NA,unclassified,rough,2,NA,38.09,38.09003470214657
1626100,Batta FSR,resource,loose,2,NA,84.1576,84.15760544480158
1305062,NA,unclassified,rough,2,NA,921.9482,921.9481704919478
1595257,NA,unclassified,loose,1,NA,1014.6042,1014.6042344737679
1626101,Batta FSR,resource,loose,2,NA,154.3084,154.30838810119542
1626102,Batta FSR,resource,loose,2,NA,435.2521,435.252092082359
1981525,Quail Ridge Blvd,local,paved,2,NA,145.7929,145.7928729231217
2577101,Quail Ridge Blvd,local,paved,1,NA,55.6498,55.64982108456448
2577096,Quail Ridge Blvd,local,paved,1,NA,30.4608,30.460794474264315
2577097,Quail Ridge Blvd,local,paved,1,NA,27.721800000000002,27.721832551258224
2577098,Quail Ridge Blvd,local,paved,1,NA,15.6856,15.685595381957208
2577099,Quail Ridge Blvd,local,paved,1,NA,14.6904,14.690358943853827
2577100,Quail Ridge Blvd,local,paved,1,NA,12.7803,12.780300342637876
2577095,Airport Way,local,paved,1,NA,30.0443,30.044300624235483
2577094,Airport Way,local,paved,1,NA,26.7047,26.704681237519264
2577093,Airport Way,local,paved,2,NA,49.9092,49.90921758558178
1980799,Pier Mac Way,local,paved,2,NA,178.8323,178.8322951309175
2577371,Airport Way,strata,paved,2,NA,170.5663,170.56625925898774
2577372,Airport Way,strata,paved,2,NA,39.2217,39.221721341733506
2577081,turning lane,yield,paved,1,NA,46.9729,46.97292784605439
2577079,Airport Way,strata,paved,2,NA,29.3124,29.312396353672028
2577080,Airport Way,strata,paved,2,NA,164.5293,164.52926178956403
2542453,Okanagan Rail Trail,trail,loose,1,NA,194.7273,194.72734020603883
2542451,Airport Way,strata,paved,2,NA,11.3196,11.319598756167254
2577088,turning lane,yield,paved,1,NA,25.6182,25.618228191035335
2542452,Airport Way,strata,paved,2,NA,28.7384,28.738407736928117
2587063,Airport Way,strata,paved,1,NA,156.5664,156.56643793772196
