edge_id,road_name,road_class,road_surface,lanes,highway_rt,length_feature_m,length_calc_m
345105,Denali Crt,local,paved,2,NA,45.3487,45.34869586880013
345113,Valley Rd,strata,loose,2,NA,56.4402,56.44023512537175
382498,Denali Crt,strata,paved,2,NA,471.4497,471.44974186377635
436082,Denali Crt,strata,paved,2,NA,31.4352,31.43524590330328
345103,Denali Dr,local,paved,2,NA,126.4724,126.47235740709323
345160,Valley Rd,strata,loose,2,NA,22.9369,22.9369493394614
345163,Yates Rd,strata,paved,2,NA,367.8183,367.81830548398574
423485,Sherrydale Cres,local,loose,2,NA,119.6796,119.67963265949604
345162,Yates Rd,strata,paved,2,NA,36.5185,36.5184505344961
395216,turning lane,yield,paved,1,NA,88.8449,88.84494058664379
395211,Hwy 97 N,arterial,paved,2,97,68.8428,68.84279192478178
395202,Hwy 33 W,arterial,paved,2,33,54.4435,54.44354874549891
395200,Hwy 33 W,arterial,paved,2,33,60.8053,60.80534517645066
395213,Hwy 97 N,arterial,paved,2,97,65.622,65.62202374203343
395215,turning lane,yield,paved,1,NA,92.8041,92.8041066654308
395212,Hwy 97 N,arterial,paved,2,97,11.1212,11.121151019631595
395214,Hwy 97 N,arterial,paved,2,97,38.8092,38.80923375953571
395199,Hwy 33 W,arterial,paved,2,33,171.8408,171.84082385858545
422865,Commerce Ave,local,paved,2,NA,80.2381,80.23805731068411
395389,Keehn Rd,local,paved,2,NA,14.9833,14.983324063771697
395224,Hwy 97 N,arterial,paved,2,97,255.2695,255.26946546737625
422870,turning lane,yield,paved,1,NA,57.5381,57.538126369085205
422864,Commerce Ave,local,paved,2,NA,43.8056,43.80559325022335
395225,Hwy 33 W,arterial,paved,2,33,32.0119,32.01185858399085
395229,turning lane,yield,paved,1,NA,55.9488,55.94882858908562
422867,Hwy 97 N,arterial,paved,2,97,52.7755,52.77546778570513
395230,Ziprick Rd,collector,paved,1,NA,42.0073,42.00726127709293
452363,Jaginder Lane,local,paved,2,NA,153.0968,153.09683450211108
422738,Hwy 33 E,arterial,paved,2,33,537.7188,537.7188342338325
465780,McKenzie Rd,local,paved,2,NA,240.8322,240.8321807181146
465611,McKenzie Rd,local,paved,2,NA,452.0795,452.0794539049414
435013,McKenzie Rd,strata,paved,2,NA,31.7806,31.78055701768408
435014,McKenzie Rd,strata,paved,2,NA,30.5603,30.56027230005286
435012,McKenzie Rd,strata,paved,2,NA,156.288,156.28797903466784
435011,McKenzie Rd,strata,paved,2,NA,51.022,51.021988987112536
403705,McKenzie Rd,strata,paved,2,NA,48.6721,48.67209764430257
606151,NA,unclassified,rough,2,NA,300.1653,300.1653348841134
465488,El Paso Rd,local,paved,2,NA,84.8194,84.81943664207189
362973,Swainson Rd,local,paved,2,NA,302.8571,302.85714672311434
556519,McKenzie Rd,local,paved,2,NA,29.5245,29.52452878534911
556517,Webster Rd,local,paved,2,NA,160.4575,160.45746975904802
403708,Heather Rd,local,loose,2,NA,58.6821,58.68208361175002
556518,Webster Rd,local,paved,2,NA,401.9499,401.9498570246114
403707,Webster Rd,local,paved,2,NA,161.29,161.28997339011175
656268,NA,unclassified,loose,1,NA,256.5746,256.57458624911436
556521,McKenzie Rd,local,paved,2,NA,766.2512,766.2511540095522
465613,Hartman Rd,local,paved,2,NA,531.9348,531.9348070307389
465833,Sutcliffe Crt,local,paved,2,NA,32.8848,32.88484439531949
422725,Gibson Rd,local,paved,2,NA,247.669,247.66901711140054
422723,McCurdy Rd E,collector,paved,2,NA,711.6425,711.642513465761
683019,NA,unclassified,loose,1,NA,161.3076,161.30757405000972
556522,McKenzie Rd,local,paved,2,NA,19.2196,19.21958006574479
659307,NA,unclassified,rough,2,NA,378.6801,378.68010955251094
567813,Gibson Rd,local,paved,2,NA,242.6603,242.6602583556266
567814,McCurdy Rd E,collector,paved,2,NA,108.3861,108.38613430156283
422728,McKenzie Rd,local,paved,2,NA,284.3841,284.3841157997765
422735,McCurdy Rd E,collector,paved,2,NA,298.0168,298.0168397142619
659253,NA,unclassified,loose,1,NA,169.3594,169.35942734737776
465180,Farmers Dr,local,paved,2,NA,362.9166,362.91662293788977
465053,Deadpine Dr,local,paved,2,NA,187.6168,187.61680436403606
465038,Sierra Dr,local,paved,2,NA,704.4406,704.4405718239898
465181,Farmers Dr,local,paved,2,NA,148.8247,148.8247110016809
658037,NA,unclassified,rough,2,NA,202.519,202.5190005027184
465039,Sierra Dr,local,paved,2,NA,139.8784,139.87844861721814
465040,Sierra Dr,local,paved,2,NA,292.0685,292.0685462966101
626463,NA,unclassified,rough,2,NA,823.7051,823.7050983326249
449437,Riviera Dr,local,paved,2,NA,187.5529,187.55285413838266
822110,NA,unclassified,rough,2,NA,596.4024,596.4024239144852
526040,Booth Rd,local,paved,2,NA,135.2439,135.24391134675702
332280,Booth Rd,local,paved,2,NA,234.7756,234.77561579986428
526048,Twin Creek Pl,local,paved,2,NA,35.4044,35.404367244662716
332283,Twin Creek Pl,local,paved,2,NA,365.0736,365.0735530075161
526043,Upper Booth Rd N,local,paved,2,NA,246.2866,246.28658557942668
526044,Upper Booth Rd N,local,paved,2,NA,41.9303,41.930262688663205
781511,NA,unclassified,rough,2,NA,290.4532,290.4532101143774
656493,NA,unclassified,rough,2,NA,115.2701,115.27008440793969
465041,Deadpine Dr,local,paved,2,NA,48.4738,48.473784420127174
465189,Farmers Dr,local,paved,2,NA,344.6258,344.6257519018632
663390,NA,unclassified,loose,1,NA,459.6464,459.6463822089621
465044,Deadpine Dr,local,paved,2,NA,152.4972,152.497234948348
465045,Deadpine Dr,local,paved,2,NA,36.4305,36.43047943260202
465046,Deadpine Dr,local,paved,2,NA,47.3581,47.35812295584625
465047,Deadpine Dr,local,paved,2,NA,59.5712,59.57121231124346
465048,Deadpine Dr,local,paved,2,NA,40.5808,40.58078134882083
465049,Deadpine Dr,local,paved,2,NA,55.7792,55.77915397364519
465050,Deadpine Dr,local,paved,2,NA,95.2948,95.29482918995703
465334,Farmers Dr,local,paved,2,NA,132.107,132.10699867645522
465051,Deadpine Dr,local,paved,2,NA,113.6545,113.65449892107955
465052,Deadpine Dr,local,paved,2,NA,118.6795,118.67949570039701
682985,NA,unclassified,rough,2,NA,420.6968,420.6967905743599
663430,NA,unclassified,rough,2,NA,303.3405,303.3405460133371
465188,Farmers Dr,local,paved,2,NA,227.451,227.45095534120392
663384,NA,unclassified,paved,2,NA,335.0169,335.01686007771355
465187,Farmers Dr,local,paved,2,NA,85.632,85.63203958620996
465186,Farmers Dr,local,paved,2,NA,101.115,101.11497891615329
465185,Farmers Dr,local,paved,2,NA,290.9568,290.9568283877225
465184,Farmers Dr,local,paved,2,NA,223.2101,223.2100662400092
465183,Farmers Dr,local,paved,2,NA,129.2415,129.2415153617071
465182,Farmers Dr,local,paved,2,NA,286.9719,286.971936427385
680511,NA,unclassified,loose,1,NA,238.64940000000001,238.64935815663603
741990,NA,unclassified,rough,2,NA,1089.3952,1089.3952048030321
594707,NA,unclassified,rough,2,NA,117.9891,117.98906620677491
782637,private driveway,driveway,rough,2,NA,139.5269,139.52690777219055
741942,NA,unclassified,rough,2,NA,256.2022,256.2021703280734
697558,NA,unclassified,rough,2,NA,652.8528,652.8527642451812
614695,NA,unclassified,rough,2,NA,148.1875,148.18748803574636
434904,Seminole Rise,local,paved,2,NA,84.9796,84.97961956210241
434917,Seminole Rd,local,paved,2,NA,142.8617,142.8616935921646
434911,Seminole Rd,local,paved,2,NA,62.9412,62.94121165818855
434908,Seminole Rd,local,paved,2,NA,49.92,49.919955658998994
422717,Split Rail Pl,local,paved,2,NA,102.6828,102.68281258319794
422714,Split Rail Pl,local,paved,2,NA,76.8375,76.83749084919418
422718,Split Rail Pl,local,paved,2,NA,99.0107,99.01070279963139
441731,Tower Ranch Dr,strata,paved,2,NA,389.2271,389.2271082918967
742068,NA,unclassified,rough,2,NA,884.4325,884.4325476912547
633591,NA,unclassified,rough,2,NA,928.9584,928.9584292338878
690867,NA,unclassified,rough,2,NA,57.8219,57.82191330531049
645179,NA,unclassified,rough,2,NA,568.6951,568.6951495972269
733416,NA,unclassified,loose,2,NA,1864.1177,1864.1177372621746
733669,NA,unclassified,rough,2,NA,707.6404,707.640429114711
643395,NA,unclassified,rough,2,NA,398.0011,398.0011094571759
616205,NA,unclassified,loose,2,NA,197.9219,197.92192184260477
603527,NA,unclassified,loose,2,NA,243.5144,243.51436553419182
598743,NA,unclassified,loose,2,NA,495.9386,495.93862637633924
720774,NA,unclassified,rough,2,NA,1199.715,1199.715003720611
709866,NA,unclassified,rough,2,NA,62.2263,62.22626359204496
427418,Birkdale Ave,local,paved,2,NA,140.7785,140.7784784688886
569359,Black Mountain Dr,local,paved,2,NA,25.4929,25.492915741357418
427420,Birkdale Ave,local,paved,2,NA,81.8427,81.84273318193713
543633,Swainson Rd,local,paved,2,NA,1111.6972,1111.6971586856935
543630,Swainson Rd,local,paved,2,NA,298.3536,298.35363999474254
543631,Swainson Rd,local,paved,2,NA,14.3086,14.308576623803528
543632,Swainson Rd,local,paved,2,NA,133.7966,133.79662359574115
631656,NA,unclassified,loose,1,NA,178.4492,178.44923159587034
567810,McCurdy Rd E,collector,paved,2,NA,60.0749,60.07491377985167
663462,NA,unclassified,rough,2,NA,321.0003,321.0002612868152
573367,Scotty Creek Rd,local,paved,2,NA,38.6467,38.6466987268509
440653,Scotty Creek Rd,local,paved,2,NA,13.5858,13.58579059154046
464957,Scotty Creek Rd,local,paved,2,NA,18.6888,18.68883294906479
464956,Scotty Creek Rd,local,paved,2,NA,131.3298,131.329802960256
464955,Scotty Creek Rd,local,paved,2,NA,216.9616,216.96156645552617
434905,Sunset Ranch Dr,local,paved,2,NA,26.6317,26.63174797117155
434906,Sunset Ranch Dr,local,paved,2,NA,125.6122,125.61215416507203
403910,Torrey Pines Crt,local,paved,2,NA,96.604,96.60404857734824
449434,Pine Valley Dr,local,paved,2,NA,149.564,149.56396650378474
550493,Camelback Dr,local,paved,2,NA,17.3376,17.337574858870333
570976,Sunset Ranch Dr,local,paved,2,NA,42.569,42.568968439474
449436,Riviera Dr,local,paved,2,NA,108.5876,108.58761994958418
403908,Sunset Ranch Dr,local,paved,2,NA,78.276,78.27598610052928
579928,Pine Valley Dr,local,paved,2,NA,347.1728,347.1728190196194
449430,Sunset Ranch Dr,local,paved,2,NA,203.2142,203.21416834105824
579926,Sunset Ranch Dr,local,paved,2,NA,25.3548,25.354777555117956
449431,Sunset Ranch Dr,local,paved,2,NA,194.5438,194.54377339568768
449439,unnamed lane,lane,paved,2,NA,104.0099,104.00993622990978
449435,Pine Valley Dr,local,paved,2,NA,26.7748,26.77480158658521
449433,Pine Valley Dr,local,paved,2,NA,232.6535,232.65348012601086
579927,Sunset Ranch Dr,local,paved,2,NA,102.8309,102.83086340291996
362975,Treetop Rd,local,paved,2,NA,277.8275,277.82754283981865
427416,Black Mountain Dr,local,paved,2,NA,61.4337,61.43371999975718
543634,Treetop Rd,local,paved,2,NA,57.2447,57.24472102707776
362977,Swainson Rd,local,loose,2,NA,30.5408,30.540792393086438
656222,NA,recreation,rough,2,NA,373.5776,373.5776186466711
656218,NA,recreation,rough,2,NA,81.7551,81.75514623060535
645637,NA,unclassified,rough,2,NA,368.9699,368.96988726616246
643931,NA,unclassified,rough,2,NA,322.2918,322.2917838018223
641661,NA,unclassified,rough,2,NA,272.576,272.57595092479886
690459,NA,unclassified,rough,2,NA,370.4402,370.4401782132871
643973,NA,unclassified,rough,2,NA,195.5946,195.59462805886503
644161,NA,unclassified,rough,2,NA,411.1704,411.1704495315138
645725,NA,unclassified,rough,2,NA,375.851,375.8509685714777
657115,NA,unclassified,rough,2,NA,90.1153,90.11528195774235
690511,NA,unclassified,rough,2,NA,314.6058,314.60582507265195
644923,NA,unclassified,rough,2,NA,78.7167,78.71670581630936
422776,Oswell Dr,local,paved,2,NA,86.6494,86.64938550852077
567824,Oswell Dr,local,paved,2,NA,66.3884,66.38838760654467
404519,Begley Rd,local,paved,2,NA,52.2383,52.23830012543611
404520,Black Mountain Cres,local,paved,2,NA,451.7662,451.76622608536906
389929,Linda Ave,local,paved,2,NA,73.8475,73.84747795408506
389928,Black Mountain Dr,collector,paved,2,NA,203.2281,203.22812513949182
551423,Large Ave,local,paved,2,NA,18.9509,18.95088897647063
600889,NA,unclassified,paved,2,NA,55.8233,55.82330044825931
389924,Black Mountain Dr,local,paved,2,NA,101.843,101.84301645179212
435090,Stockley St,local,paved,2,NA,579.1769,579.1768761250532
574042,Black Mountain Dr,local,paved,2,NA,459.7598,459.75982879635177
652879,unsigned,recreation,rough,2,NA,460.8287,460.82873147125235
435093,Stockley St,strata,paved,2,NA,207.0867,207.08670871998254
574041,Black Mountain Dr,local,paved,2,NA,173.7717,173.77173245671284
595965,unsigned,recreation,rough,2,NA,21.9536,21.953561373984517
441823,Black Mountain Golf Course Access,recreation,paved,2,NA,146.4157,146.41566108653527
441824,Black Mountain Golf Course Access,recreation,paved,2,NA,35.747,35.747033321602494
441821,Black Mountain Dr,local,paved,2,NA,319.4649,319.4648687264602
441825,Black Mountain Golf Course Access,recreation,paved,2,NA,20.5244,20.52437575179478
663486,NA,unclassified,rough,2,NA,1233.6492,1233.649220238151
389919,Hume Ave,strata,paved,2,NA,65.6343,65.63428981872225
382472,Hume Ave,strata,paved,2,NA,44.3847,44.38468204229236
382474,Hume Ave,strata,paved,2,NA,53.8585,53.85851836056896
382476,Hume Ave,local,paved,2,NA,101.1983,101.19825092169842
390687,Hume Ave,local,paved,2,NA,73.2635,73.26349255008144
637549,private driveway,driveway,loose,2,NA,190.0888,190.0887572234386
422746,Tanemura Cres,local,paved,2,NA,188.9605,188.9604519595872
404515,Feedham Ave,local,paved,2,NA,438.0349,438.03486193172716
404517,Wilmot Ave,local,paved,2,NA,520.0468,520.0468135446091
414234,Roth Ave,local,paved,2,NA,129.9865,129.9864973613277
414232,Hume Ave,local,paved,2,NA,34.105,34.10496851999905
422081,Tanemura Cres,local,paved,2,NA,161.2724,161.27240977306957
382671,Tanemura Cres,local,paved,2,NA,210.9381,210.93812986369215
389908,Loseth Dr,collector,paved,2,NA,68.3282,68.32817866735904
389910,Loseth Dr,local,paved,2,NA,18.4228,18.42281194601114
332214,Loseth Dr,collector,paved,2,NA,84.6228,84.622792514809
389897,turning lane,yield,paved,1,NA,52.7439,52.743879949235165
389898,Loseth Dr,collector,paved,2,NA,10.2961,10.296115772442038
389899,Loseth Dr,collector,paved,2,NA,31.0258,31.025795719059943
821682,NA,unclassified,rough,2,NA,256.4587,256.4587126932888
404721,Gallaghers Lkout,strata,paved,2,NA,121.4459,121.44587514045816
687985,NA,unclassified,rough,2,NA,161.2803,161.28026910362294
655992,NA,unclassified,rough,2,NA,368.393,368.3930123040496
686935,NA,unclassified,rough,2,NA,0.9997,0.999719960767072
663753,NA,unclassified,rough,2,NA,406.1159,406.1158903046665
428294,Loseth Rd,local,paved,2,NA,151.762,151.7620318788344
428300,Monte Vista Ave,local,paved,2,NA,54.0143,54.014326439786956
428297,Monte Vista Lane,local,paved,2,NA,177.7286,177.72859543101902
428299,Monte Vista Ave,local,paved,2,NA,87.8824,87.88240578605902
428295,Monte Vista Ave,local,paved,2,NA,58.2587,58.258733250839846
422768,Bella Vista St,local,paved,2,NA,74.8061,74.80605526906925
423788,Bellagio Ave,local,paved,2,NA,52.0563,52.05626446978414
422760,Lago Vista Ave,local,paved,2,NA,53.6106,53.61063327358142
422765,Lago Vista St,local,paved,2,NA,95.056,95.05600139063267
423785,Bellagio Ave,local,paved,2,NA,46.5293,46.529272316310596
422764,Lago Vista St,local,paved,2,NA,116.8864,116.88641659343088
465459,Charleswood Dr,local,paved,2,NA,79.2691,79.2690718385986
618325,NA,unclassified,rough,2,NA,272.8369,272.83686530051625
422756,Montenegro Dr,local,paved,2,NA,249.2174,249.21741962164367
543620,Garner Rd,local,paved,2,NA,142.9951,142.99509212680408
567820,Loseth Rd,collector,paved,2,NA,143.4004,143.40037428471234
543619,Garner Rd,local,paved,2,NA,294.6032,294.6032362234381
821844,NA,unclassified,rough,2,NA,17.0296,17.029623718710578
821556,NA,unclassified,rough,2,NA,121.3268,121.32681255056751
612925,NA,unclassified,loose,1,NA,6.4681,6.468123839110817
467877,Lewis Rd,local,paved,2,NA,96.2229,96.22286209104539
389893,Hwy 33 E,arterial,paved,2,33,241.3254,241.32538200533833
389894,Hwy 33 E,arterial,paved,2,33,34.2037,34.20365477543028
354848,Large Ave,local,paved,2,NA,151.792,151.79197609239054
389909,Loseth Dr,collector,paved,2,NA,75.6532,75.6531750401933
465846,Toovey Rd,local,paved,2,NA,261.9473,261.9472618086431
332211,Loseth Dr,collector,paved,2,NA,76.861,76.86099037570983
332213,Large Ave,local,paved,2,NA,135.4108,135.4107819430382
389915,Loseth Dr,collector,paved,2,NA,214.1257,214.12568415831407
389914,Loseth Dr,collector,paved,2,NA,64.0591,64.05913735009116
422751,Samurai Crt,local,paved,2,NA,126.6071,126.60711346003934
435121,Nishi Crt,local,paved,2,NA,191.2669,191.26692426019753
660141,NA,unclassified,loose,1,NA,321.3956,321.395600936174
345075,Lone Pine Crt,local,paved,2,NA,59.3991,59.399091651326955
345076,Lone Pine Dr,local,paved,2,NA,407.0053,407.00528963591466
535091,Lone Pine Dr,local,paved,2,NA,333.4232,333.4231556033316
465794,Toovey Rd,local,paved,2,NA,141.0363,141.03628778603658
567816,Hwy 33 E,arterial,paved,2,33,39.0168,39.016821628627824
656198,NA,unclassified,rough,2,NA,1002.921,1002.9210071555905
345074,Lone Pine Dr,local,paved,2,NA,34.445,34.44495529344546
532597,Lone Pine Dr,local,paved,2,NA,4.5853,4.585298354570333
341837,Lone Pine Dr,local,paved,2,NA,258.6976,258.69755992744854
452365,Tamaki Lane,strata,paved,2,NA,72.6628,72.66281456436005
422740,turning lane,yield,paved,1,NA,54.908,54.90795892537122
422736,Hwy 33 E,arterial,paved,2,33,37.4899,37.489865297197724
422742,Springfield Rd,arterial,paved,1,NA,38.1764,38.17643252056292
422743,turning lane,yield,paved,1,NA,48.1306,48.130576315767215
422739,Hwy 33 E,arterial,paved,2,33,27.3518,27.351822206264018
655978,NA,unclassified,rough,2,NA,351.0403,351.0402852174784
656250,NA,unclassified,loose,1,NA,252.2319,252.23186289167325
655886,NA,unclassified,rough,2,NA,395.3279,395.32788264959356
465464,Bemrose Rd,local,paved,2,NA,154.6362,154.63624752943176
435653,Senger Rd,strata,paved,2,NA,242.8614,242.861427658655
435656,Senger Rd,strata,paved,2,NA,35.8872,35.88718434209257
435657,Senger Rd,strata,paved,2,NA,136.5447,136.5446636563011
435658,Senger Rd,strata,paved,2,NA,118.3902,118.39015713358266
465763,Belgo Rd,local,paved,2,NA,283.5046,283.50461371295967
435654,Senger Rd,strata,paved,2,NA,67.3244,67.32436696134091
435659,Senger Rd,strata,paved,2,NA,12.8705,12.870508925432105
594349,NA,unclassified,loose,1,NA,115.9715,115.97150706379861
602151,NA,unclassified,loose,1,NA,30.2448,30.24475526430289
594197,NA,unclassified,loose,1,NA,97.5939,97.59388105034549
465754,Walburn Rd,local,paved,2,NA,37.3338,37.33381887148202
656508,private driveway,driveway,loose,2,NA,235.9647,235.9647019958431
465753,Walburn Rd,local,paved,2,NA,54.4593,54.45933409887647
822080,NA,unclassified,loose,1,NA,265.8539,265.853865339166
664129,NA,unclassified,rough,2,NA,545.5892,545.5892263029298
614671,NA,unclassified,loose,1,NA,210.0835,210.08354584023007
644991,NA,unclassified,rough,2,NA,98.5176,98.51758576993934
465752,Garner Rd,local,paved,2,NA,193.3606,193.36056124234915
467874,Belgo Rd,local,paved,2,NA,197.2257,197.2257104900783
465751,Garner Rd,local,paved,2,NA,40.6116,40.611560189219695
465759,Walburn Rd,local,paved,2,NA,495.2945,495.2945245417734
390690,Hollywood Rd S,local,paved,2,NA,735.9053,735.9052963498693
467869,East Kelowna Rd,local,paved,2,NA,1040.0245,1040.0244842932802
390691,Scenic Canyon Regional Pk,recreation,loose,2,NA,108.3136,108.31361063193897
467870,East Kelowna Rd,local,paved,2,NA,49.1847,49.1847006991688
465758,Walburn Rd,local,paved,2,NA,231.7007,231.70070224560448
467871,East Kelowna Rd,local,paved,2,NA,163.9856,163.98557811786947
390689,Hollywood Rd S,local,paved,2,NA,102.1058,102.10582745367397
785967,NA,unclassified,loose,1,NA,205.9423,205.9422912261458
465761,Belgo Rd,local,paved,2,NA,457.7636,457.76360224151415
607807,NA,unclassified,loose,1,NA,151.2624,151.2624471119702
612547,Neptune Rd,strata,paved,2,NA,68.8552,68.85523963414776
654336,NA,unclassified,rough,2,NA,1164.5916,1164.591595131094
465628,Water Rd,local,paved,2,NA,324.8937,324.8936746696742
465534,Reekie Rd,local,paved,2,NA,240.1548,240.15479442457382
331890,Flower Crt,local,paved,2,NA,54.6787,54.678705297396064
331888,Kimatouche Rd,local,paved,2,NA,88.1917,88.19169926047228
331887,Claxton Crt,local,paved,2,NA,88.1027,88.10271088330589
687347,NA,unclassified,rough,2,NA,164.6705,164.67051105823103
435648,Senger Rd,local,paved,2,NA,280.2004,280.20044610956967
465792,Bemrose Rd,local,paved,2,NA,52.4946,52.494622134018044
465629,Water Rd,local,paved,2,NA,187.216,187.2159705003404
465530,Feeny Rd,local,paved,2,NA,313.0412,313.04122103167424
759397,NA,unclassified,loose,1,NA,141.8923,141.89226808925508
435647,Senger Rd,local,paved,2,NA,530.9182,530.9182095723024
435649,Senger Rd,local,paved,2,NA,844.1409,844.1408883985646
435651,Senger Rd,strata,paved,2,NA,209.9176,209.91757196556296
435655,Senger Rd,strata,paved,2,NA,16.9189,16.91892431568863
435652,Senger Rd,strata,paved,2,NA,150.1887,150.1886849013807
435650,Senger Rd,strata,paved,2,NA,15.2742,15.274161188197105
596793,private driveway,driveway,rough,2,NA,83.041,83.04097530347963
652849,private driveway,driveway,rough,2,NA,83.5928,83.59281615210303
592789,NA,unclassified,loose,1,NA,30.047,30.04703187745621
610171,NA,unclassified,loose,1,NA,190.8876,190.88762456902805
465766,Belgo Rd,local,paved,2,NA,150.9738,150.97376136653446
331855,Gallaghers Dr E,strata,paved,2,NA,15.0821,15.082089941376841
331854,Gallaghers Dr E,strata,paved,2,NA,27.2083,27.208308087820573
599041,NA,unclassified,rough,2,NA,185.5186,185.51855032813722
331891,Lupin Cres,local,paved,2,NA,123.1507,123.15065535726188
465732,Gulley Rd,local,paved,2,NA,88.7419,88.74190279553993
331889,Kimatouche Rd,local,paved,2,NA,45.9129,45.91293521420436
621929,NA,driveway,loose,1,NA,144.4268,144.42679761877417
331894,Larkspur Crt,local,paved,2,NA,34.299,34.29900408123754
331892,Lupin Cres,local,paved,2,NA,116.9344,116.93438330957014
331893,Larkspur Crt,local,paved,2,NA,70.9805,70.98052838633387
331895,Larkspur Crt,local,paved,2,NA,79.0077,79.00771234503516
465627,Water Rd,local,paved,2,NA,131.1338,131.13382108060597
465742,McCulloch Rd,collector,paved,2,NA,166.8532,166.8531683047157
465741,McCulloch Rd,collector,paved,2,NA,48.0342,48.03423476019577
465740,McCulloch Rd,collector,paved,2,NA,126.0167,126.01671123212532
655078,private driveway,driveway,loose,2,NA,311.8214,311.8213710069209
465739,McCulloch Rd,collector,paved,2,NA,139.0355,139.0354632530958
465738,McCulloch Rd,collector,paved,2,NA,19.9904,19.990398320200605
465470,Fitzgerald Rd,local,paved,2,NA,83.7314,83.73140866490961
465469,Fitzgerald Rd,local,paved,2,NA,77.0443,77.04428634226741
465531,Reekie Rd,local,paved,2,NA,33.3736,33.37359939803954
465532,Reekie Rd,local,paved,2,NA,122.0556,122.05561437304063
465533,Reekie Rd,local,paved,2,NA,81.0297,81.02969334761315
434992,Morgan Rd,strata,paved,2,NA,22.7035,22.703523955498724
434988,Morgan Rd,strata,paved,2,NA,23.0794,23.07942806915292
434987,Morgan Rd,local,paved,2,NA,235.9569,235.95691377173554
434982,Gerstmar Rd,strata,paved,2,NA,79.3679,79.36791291565656
434976,Kneller Rd,strata,paved,2,NA,25.7897,25.789663570905557
434980,Gerstmar Rd,local,paved,2,NA,163.9534,163.95336946830034
434979,Kneller Rd,strata,paved,2,NA,102.6254,102.62536961750584
434978,Kneller Rd,strata,paved,2,NA,26.1297,26.129676614923582
434983,Gerstmar Rd,strata,paved,2,NA,73.2867,73.28665636649419
434984,Gerstmar Rd,strata,paved,2,NA,26.7047,26.704681237571574
434985,Gerstmar Rd,strata,paved,2,NA,38.3195,38.31952162293973
465660,Hwy 33 W,arterial,paved,4,33,50.7612,50.761247108355406
662007,Hwy 33 W,strata,paved,2,NA,29.4324,29.432383066954543
465778,Saskatoon Rd,local,paved,2,NA,118.152,118.15201949213231
465825,Hwy 33 W,arterial,paved,4,33,141.2572,141.2571564013736
454893,Dougall Rd N,local,paved,2,NA,63.8011,63.80114426878531
435009,Mallach Rd,strata,paved,2,NA,15.3734,15.373353570429092
435007,Mallach Rd,strata,paved,2,NA,71.0885,71.0884738920033
435010,Mallach Rd,strata,paved,2,NA,24.2825,24.28250398945187
435005,Mallach Rd,local,paved,2,NA,60.5826,60.58258825770301
332428,Holbrook Rd E,local,paved,2,NA,99.5053,99.50530458221156
332430,Milton Rd,local,paved,2,NA,231.9526,231.95258021469715
332429,Holbrook Rd E,local,paved,2,NA,7.2179,7.2178988631983945
332424,Brighton Rd,local,paved,2,NA,231.9652,231.96521925045323
332426,Holbrook Rd E,local,paved,2,NA,97.0308,97.03075816324468
332425,Brighton Rd,local,paved,2,NA,98.6411,98.64113880618683
654996,NA,unclassified,loose,1,NA,898.3165,898.3165116451567
465724,Hart Rd,local,paved,2,NA,356.377,356.37697578121885
655092,NA,unclassified,rough,2,NA,487.7517,487.7517014482737
656414,NA,unclassified,loose,1,NA,234.6117,234.61169064898706
465723,Hart Rd,local,paved,2,NA,149.1879,149.1878663029819
465721,Hart Rd,local,paved,2,NA,130.6372,130.63719539996424
654910,NA,unclassified,loose,1,NA,161.0006,161.00063371447584
465722,Hart Rd,local,paved,2,NA,81.876,81.87603076954161
654816,NA,unclassified,loose,1,NA,287.2483,287.2482951071454
465835,McCulloch Rd,collector,paved,2,NA,77.7022,77.70218408701828
467865,McCulloch Rd,collector,paved,2,NA,23.3204,23.320378577432688
467866,McCulloch Rd,collector,paved,2,NA,25.2725,25.27245243352847
467867,McCulloch Rd,collector,paved,2,NA,139.1266,139.12663981282617
467868,McCulloch Rd,collector,paved,2,NA,299.9268,299.926798835164
655084,private driveway,driveway,rough,2,NA,383.6037,383.60365752042355
465731,Gulley Rd,local,paved,2,NA,235.6579,235.65786756592746
465468,Rose Rd,local,paved,2,NA,110.646,110.64599225002114
465737,McCulloch Rd,collector,paved,2,NA,290.9886,290.98859953531326
616985,NA,unclassified,paved,2,NA,288.3855,288.385530801446
618221,NA,alleyway,paved,2,NA,158.868,158.86796676557117
554397,Hwy 97 N,arterial,paved,2,97,44.0082,44.008166071701325
554398,Hwy 97 N,arterial,paved,2,97,41.5872,41.58718208778759
395388,Keehn Rd,local,paved,2,NA,262.92,262.92000301567555
395250,Hwy 33 W,arterial,paved,2,33,28.7668,28.766823686392886
395231,Ziprick Rd,collector,paved,2,NA,88.8761,88.8760935234885
395232,turning lane,yield,paved,1,NA,54.4984,54.498436010918326
422863,Commerce Ave,local,paved,2,NA,17.5026,17.502571239678698
404497,Mayden Rd,local,paved,2,NA,41.0761,41.07614879708174
404501,Mills Rd,strata,paved,2,NA,63.0492,63.04918714785772
404503,Mills Rd,strata,paved,2,NA,72.8324,72.83235344035592
465769,Terai Rd,local,paved,2,NA,15.3386,15.338620700675849
639189,NA,unclassified,paved,2,NA,85.4371,85.43712046875218
404502,Mills Rd,strata,paved,2,NA,60.2797,60.27968148555979
395175,Hwy 33 W,arterial,paved,4,33,21.4033,21.40327077812842
